Timestamp,Distance_m,RSSI,ActiveLink,WiFi_Loss,LoRa_Loss,Mode
1760452930.731,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452931.231,16.59,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452931.733,24.89,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452932.233,33.19,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452932.733,41.48,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452933.234,49.78,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452933.734,58.08,-57.26,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452934.235,66.37,-58.30,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452934.735,74.67,-59.33,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452935.235,82.97,-60.37,LoRa,0.01,0.05,DROPPED_BY_IM
1760452935.737,91.26,-61.41,LoRa,0.01,0.05,DROPPED_BY_IM
1760452936.237,99.56,-62.44,LoRa,0.01,0.05,DROPPED_BY_IM
1760452936.737,107.86,-63.48,LoRa,0.01,0.05,DROPPED_BY_IM
1760452937.238,116.15,-64.52,LoRa,0.01,0.05,DROPPED_BY_IM
1760452937.738,124.45,-65.56,LoRa,1.00,0.05,DROPPED_BY_IM
1760452938.239,132.75,-66.59,LoRa,1.00,0.05,DROPPED_BY_IM
1760452938.739,141.04,-67.63,LoRa,1.00,0.05,DROPPED_BY_IM
1760452939.240,149.34,-68.67,LoRa,1.00,0.05,DROPPED_BY_IM
1760452939.739,157.64,-69.70,LoRa,1.00,0.05,DROPPED_BY_IM
1760452940.241,165.93,-70.74,LoRa,1.00,0.05,DROPPED_BY_IM
1760452940.741,174.23,-71.78,LoRa,1.00,0.05,DROPPED_BY_IM
1760452941.241,182.53,-72.82,LoRa,1.00,0.05,DROPPED_BY_IM
1760452941.742,190.82,-73.85,LoRa,1.00,0.05,DROPPED_BY_IM
1760452942.242,199.12,-74.89,LoRa,1.00,0.05,DROPPED_BY_IM
1760452942.743,207.42,-75.93,LoRa,1.00,0.05,DROPPED_BY_IM
1760452943.243,215.71,-76.96,LoRa,1.00,0.05,DROPPED_BY_IM
1760452943.744,224.01,-78.00,LoRa,1.00,0.05,DROPPED_BY_IM
1760452944.243,232.31,-79.04,LoRa,1.00,0.05,DROPPED_BY_IM
1760452944.744,240.60,-80.08,LoRa,1.00,0.05,DROPPED_BY_IM
1760452945.245,248.90,-81.11,LoRa,1.00,0.05,DROPPED_BY_IM
1760452945.746,257.20,-82.15,LoRa,1.00,0.05,DROPPED_BY_IM
1760452946.246,265.49,-83.19,LoRa,1.00,0.05,DROPPED_BY_IM
1760452946.747,273.79,-84.22,LoRa,1.00,0.05,DROPPED_BY_IM
1760452947.248,282.09,-85.26,LoRa,1.00,0.05,DROPPED_BY_IM
1760452947.748,290.38,-86.30,LoRa,1.00,0.05,DROPPED_BY_IM
1760452948.248,298.68,-87.33,LoRa,1.00,0.05,DROPPED_BY_IM
1760452948.748,306.98,-88.37,LoRa,1.00,0.05,DROPPED_BY_IM
1760452949.248,315.27,-89.41,LoRa,1.00,0.05,DROPPED_BY_IM
1760452949.749,323.57,-90.45,LoRa,1.00,0.05,DROPPED_BY_IM
1760452950.250,315.27,-89.41,LoRa,1.00,0.05,DROPPED_BY_IM
1760452950.751,306.98,-88.37,LoRa,1.00,0.05,DROPPED_BY_IM
1760452951.251,298.68,-87.33,LoRa,1.00,0.05,DROPPED_BY_IM
1760452951.752,290.38,-86.30,LoRa,1.00,0.05,DROPPED_BY_IM
1760452952.252,282.09,-85.26,LoRa,1.00,0.05,DROPPED_BY_IM
1760452952.753,273.79,-84.22,LoRa,1.00,0.05,DROPPED_BY_IM
1760452953.254,265.49,-83.19,LoRa,1.00,0.05,DROPPED_BY_IM
1760452953.754,257.20,-82.15,LoRa,1.00,0.05,DROPPED_BY_IM
1760452954.254,248.90,-81.11,LoRa,1.00,0.05,DROPPED_BY_IM
1760452954.755,240.60,-80.08,LoRa,1.00,0.05,DROPPED_BY_IM
1760452955.254,232.31,-79.04,LoRa,1.00,0.05,DROPPED_BY_IM
1760452955.755,224.01,-78.00,LoRa,1.00,0.05,DROPPED_BY_IM
1760452956.255,215.71,-76.96,LoRa,1.00,0.05,DROPPED_BY_IM
1760452956.756,207.42,-75.93,LoRa,1.00,0.05,DROPPED_BY_IM
1760452957.257,199.12,-74.89,LoRa,1.00,0.05,DROPPED_BY_IM
1760452957.756,190.82,-73.85,LoRa,1.00,0.05,DROPPED_BY_IM
1760452958.257,182.53,-72.82,LoRa,1.00,0.05,DROPPED_BY_IM
1760452958.757,174.23,-71.78,LoRa,1.00,0.05,DROPPED_BY_IM
1760452959.259,165.93,-70.74,LoRa,1.00,0.05,DROPPED_BY_IM
1760452959.758,157.64,-69.70,LoRa,1.00,0.05,DROPPED_BY_IM
1760452960.260,149.34,-68.67,LoRa,1.00,0.05,DROPPED_BY_IM
1760452960.759,141.04,-67.63,LoRa,1.00,0.05,DROPPED_BY_IM
1760452961.260,132.75,-66.59,LoRa,1.00,0.05,DROPPED_BY_IM
1760452961.763,124.45,-65.56,LoRa,1.00,0.05,DROPPED_BY_IM
1760452962.263,116.15,-64.52,LoRa,0.01,0.05,DROPPED_BY_IM
1760452962.763,107.86,-63.48,LoRa,0.01,0.05,DROPPED_BY_IM
1760452963.263,99.56,-62.44,LoRa,0.01,0.05,DROPPED_BY_IM
1760452963.765,91.26,-61.41,LoRa,0.01,0.05,DROPPED_BY_IM
1760452964.265,82.97,-60.37,LoRa,0.01,0.05,DROPPED_BY_IM
1760452964.765,74.67,-59.33,LoRa,0.01,0.05,DROPPED_BY_IM
1760452965.265,66.37,-58.30,LoRa,0.01,0.05,DROPPED_BY_IM
1760452965.765,58.08,-57.26,LoRa,0.01,0.05,DROPPED_BY_IM
1760452966.267,49.78,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452966.766,41.48,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452967.266,33.19,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452967.767,24.89,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452968.268,16.59,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452968.767,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452969.269,0.00,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452969.770,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452970.271,0.00,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452970.771,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452971.272,16.59,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452971.772,24.89,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452972.272,33.19,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452972.774,41.48,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452973.273,49.78,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452973.775,58.08,-57.26,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452974.275,66.37,-58.30,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452974.776,74.67,-59.33,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760452975.276,82.97,-60.37,LoRa,0.01,0.05,DROPPED_BY_IM
1760452975.776,91.26,-61.41,LoRa,0.01,0.05,DROPPED_BY_IM
1760452976.277,99.56,-62.44,LoRa,0.01,0.05,DROPPED_BY_IM
1760452976.779,107.86,-63.48,LoRa,0.01,0.05,DROPPED_BY_IM
1760452977.279,116.15,-64.52,LoRa,0.01,0.05,DROPPED_BY_IM
1760452977.780,124.45,-65.56,LoRa,1.00,0.05,DROPPED_BY_IM
1760452978.280,132.75,-66.59,LoRa,1.00,0.05,DROPPED_BY_IM
1760452978.781,141.04,-67.63,LoRa,1.00,0.05,DROPPED_BY_IM
1760452979.282,149.34,-68.67,LoRa,1.00,0.05,DROPPED_BY_IM
1760452979.781,157.64,-69.70,LoRa,1.00,0.05,DROPPED_BY_IM
1760452980.282,165.93,-70.74,LoRa,1.00,0.05,DROPPED_BY_IM
1760452980.782,174.23,-71.78,LoRa,1.00,0.05,DROPPED_BY_IM
1760452981.282,182.53,-72.82,LoRa,1.00,0.05,DROPPED_BY_IM
1760452981.784,190.82,-73.85,LoRa,1.00,0.05,DROPPED_BY_IM
1760452982.284,199.12,-74.89,LoRa,1.00,0.05,DROPPED_BY_IM
1760452982.784,207.42,-75.93,LoRa,1.00,0.05,DROPPED_BY_IM
1760452983.286,215.71,-76.96,LoRa,1.00,0.05,DROPPED_BY_IM
1760452983.786,224.01,-78.00,LoRa,1.00,0.05,DROPPED_BY_IM
1760452984.286,232.31,-79.04,LoRa,1.00,0.05,DROPPED_BY_IM
1760452984.787,240.60,-80.08,LoRa,1.00,0.05,DROPPED_BY_IM
1760452985.286,248.90,-81.11,LoRa,1.00,0.05,DROPPED_BY_IM
1760452985.786,257.20,-82.15,LoRa,1.00,0.05,DROPPED_BY_IM
1760452986.288,265.49,-83.19,LoRa,1.00,0.05,DROPPED_BY_IM
1760452986.789,273.79,-84.22,LoRa,1.00,0.05,DROPPED_BY_IM
1760452987.290,282.09,-85.26,LoRa,1.00,0.05,DROPPED_BY_IM
1760452987.791,290.38,-86.30,LoRa,1.00,0.05,DROPPED_BY_IM
1760452988.291,298.68,-87.33,LoRa,1.00,0.05,DROPPED_BY_IM
1760452988.792,306.98,-88.37,LoRa,1.00,0.05,DROPPED_BY_IM
1760452989.293,315.27,-89.41,LoRa,1.00,0.05,DROPPED_BY_IM
1760452989.794,323.57,-90.45,LoRa,1.00,0.05,DROPPED_BY_IM
1760452990.294,315.27,-89.41,LoRa,1.00,0.05,DROPPED_BY_IM
1760452990.794,306.98,-88.37,LoRa,1.00,0.05,DROPPED_BY_IM
1760452991.294,298.68,-87.33,LoRa,1.00,0.05,DROPPED_BY_IM
1760452991.796,290.38,-86.30,LoRa,1.00,0.05,DROPPED_BY_IM
1760452992.295,282.09,-85.26,LoRa,1.00,0.05,DROPPED_BY_IM
1760452992.797,273.79,-84.22,LoRa,1.00,0.05,DROPPED_BY_IM
1760452993.297,265.49,-83.19,LoRa,1.00,0.05,DROPPED_BY_IM
1760452993.796,257.20,-82.15,LoRa,1.00,0.05,DROPPED_BY_IM
1760452994.298,248.90,-81.11,LoRa,1.00,0.05,DROPPED_BY_IM
1760452994.799,240.60,-80.08,LoRa,1.00,0.05,DROPPED_BY_IM
1760452995.298,232.31,-79.04,LoRa,1.00,0.05,DROPPED_BY_IM
1760452995.800,224.01,-78.00,LoRa,1.00,0.05,DROPPED_BY_IM
1760452996.299,215.71,-76.96,LoRa,1.00,0.05,DROPPED_BY_IM
1760452996.799,207.42,-75.93,LoRa,1.00,0.05,DROPPED_BY_IM
1760452997.301,199.12,-74.89,LoRa,1.00,0.05,DROPPED_BY_IM
1760452997.801,190.82,-73.85,LoRa,1.00,0.05,DROPPED_BY_IM
1760452998.301,182.53,-72.82,LoRa,1.00,0.05,DROPPED_BY_IM
1760452998.802,174.23,-71.78,LoRa,1.00,0.05,DROPPED_BY_IM
1760452999.302,165.93,-70.74,LoRa,1.00,0.05,DROPPED_BY_IM
1760452999.802,157.64,-69.70,LoRa,1.00,0.05,DROPPED_BY_IM
1760453000.304,149.34,-68.67,LoRa,1.00,0.05,DROPPED_BY_IM
1760453000.804,141.04,-67.63,LoRa,1.00,0.05,DROPPED_BY_IM
1760453001.303,132.75,-66.59,LoRa,1.00,0.05,DROPPED_BY_IM
1760453001.804,124.45,-65.56,LoRa,1.00,0.05,DROPPED_BY_IM
1760453002.305,116.15,-64.52,LoRa,0.01,0.05,DROPPED_BY_IM
1760453002.805,107.86,-63.48,LoRa,0.01,0.05,DROPPED_BY_IM
1760453003.305,99.56,-62.44,LoRa,0.01,0.05,DROPPED_BY_IM
1760453003.805,91.26,-61.41,LoRa,0.01,0.05,DROPPED_BY_IM
1760453004.306,82.97,-60.37,LoRa,0.01,0.05,DROPPED_BY_IM
1760453004.807,74.67,-59.33,LoRa,0.01,0.05,DROPPED_BY_IM
1760453005.308,66.37,-58.30,LoRa,0.01,0.05,DROPPED_BY_IM
1760453005.807,58.08,-57.26,LoRa,0.01,0.05,DROPPED_BY_IM
1760453006.308,49.78,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453006.808,41.48,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453007.308,33.19,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453007.809,24.89,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453008.309,16.59,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453008.810,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453009.310,0.00,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453009.814,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453010.314,0.00,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453010.814,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453011.314,16.59,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453011.815,24.89,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453012.315,33.19,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453012.816,41.48,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453013.316,49.78,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453013.817,58.08,-57.26,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453014.317,66.37,-58.30,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453014.818,74.67,-59.33,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453015.319,82.97,-60.37,LoRa,0.01,0.05,DROPPED_BY_IM
1760453015.818,91.26,-61.41,LoRa,0.01,0.05,DROPPED_BY_IM
1760453016.320,99.56,-62.44,LoRa,0.01,0.05,DROPPED_BY_IM
1760453016.819,107.86,-63.48,LoRa,0.01,0.05,DROPPED_BY_IM
1760453017.319,116.15,-64.52,LoRa,0.01,0.05,DROPPED_BY_IM
1760453017.821,124.45,-65.56,LoRa,1.00,0.05,DROPPED_BY_IM
1760453018.321,132.75,-66.59,LoRa,1.00,0.05,DROPPED_BY_IM
1760453018.822,141.04,-67.63,LoRa,1.00,0.05,DROPPED_BY_IM
1760453019.321,149.34,-68.67,LoRa,1.00,0.05,DROPPED_BY_IM
1760453019.822,157.64,-69.70,LoRa,1.00,0.05,DROPPED_BY_IM
1760453020.322,165.93,-70.74,LoRa,1.00,0.05,DROPPED_BY_IM
1760453020.823,174.23,-71.78,LoRa,1.00,0.05,DROPPED_BY_IM
1760453021.322,182.53,-72.82,LoRa,1.00,0.05,DROPPED_BY_IM
1760453021.823,190.82,-73.85,LoRa,1.00,0.05,DROPPED_BY_IM
1760453022.323,199.12,-74.89,LoRa,1.00,0.05,DROPPED_BY_IM
1760453022.824,207.42,-75.93,LoRa,1.00,0.05,DROPPED_BY_IM
1760453023.325,215.71,-76.96,LoRa,1.00,0.05,DROPPED_BY_IM
1760453023.825,224.01,-78.00,LoRa,1.00,0.05,DROPPED_BY_IM
1760453024.325,232.31,-79.04,LoRa,1.00,0.05,DROPPED_BY_IM
1760453024.826,240.60,-80.08,LoRa,1.00,0.05,DROPPED_BY_IM
1760453025.326,248.90,-81.11,LoRa,1.00,0.05,DROPPED_BY_IM
1760453025.827,257.20,-82.15,LoRa,1.00,0.05,DROPPED_BY_IM
1760453026.327,265.49,-83.19,LoRa,1.00,0.05,DROPPED_BY_IM
1760453026.828,273.79,-84.22,LoRa,1.00,0.05,DROPPED_BY_IM
1760453027.329,282.09,-85.26,LoRa,1.00,0.05,DROPPED_BY_IM
1760453027.829,290.38,-86.30,LoRa,1.00,0.05,DROPPED_BY_IM
1760453028.329,298.68,-87.33,LoRa,1.00,0.05,DROPPED_BY_IM
1760453028.831,306.98,-88.37,LoRa,1.00,0.05,DROPPED_BY_IM
1760453029.330,315.27,-89.41,LoRa,1.00,0.05,DROPPED_BY_IM
1760453029.832,323.57,-90.45,LoRa,1.00,0.05,DROPPED_BY_IM
1760453030.332,315.27,-89.41,LoRa,1.00,0.05,DROPPED_BY_IM
1760453030.833,306.98,-88.37,LoRa,1.00,0.05,DROPPED_BY_IM
1760453031.334,298.68,-87.33,LoRa,1.00,0.05,DROPPED_BY_IM
1760453031.834,290.38,-86.30,LoRa,1.00,0.05,DROPPED_BY_IM
1760453032.334,282.09,-85.26,LoRa,1.00,0.05,DROPPED_BY_IM
1760453032.835,273.79,-84.22,LoRa,1.00,0.05,DROPPED_BY_IM
1760453033.336,265.49,-83.19,LoRa,1.00,0.05,DROPPED_BY_IM
1760453033.836,257.20,-82.15,LoRa,1.00,0.05,DROPPED_BY_IM
1760453034.337,248.90,-81.11,LoRa,1.00,0.05,DROPPED_BY_IM
1760453034.837,240.60,-80.08,LoRa,1.00,0.05,DROPPED_BY_IM
1760453035.338,232.31,-79.04,LoRa,1.00,0.05,DROPPED_BY_IM
1760453035.838,224.01,-78.00,LoRa,1.00,0.05,DROPPED_BY_IM
1760453036.339,215.71,-76.96,LoRa,1.00,0.05,DROPPED_BY_IM
1760453036.839,207.42,-75.93,LoRa,1.00,0.05,DROPPED_BY_IM
1760453037.341,199.12,-74.89,LoRa,1.00,0.05,DROPPED_BY_IM
1760453037.840,190.82,-73.85,LoRa,1.00,0.05,DROPPED_BY_IM
1760453038.341,182.53,-72.82,LoRa,1.00,0.05,DROPPED_BY_IM
1760453038.841,174.23,-71.78,LoRa,1.00,0.05,DROPPED_BY_IM
1760453039.342,165.93,-70.74,LoRa,1.00,0.05,DROPPED_BY_IM
1760453039.842,157.64,-69.70,LoRa,1.00,0.05,DROPPED_BY_IM
1760453040.342,149.34,-68.67,LoRa,1.00,0.05,DROPPED_BY_IM
1760453040.844,141.04,-67.63,LoRa,1.00,0.05,DROPPED_BY_IM
1760453041.345,132.75,-66.59,LoRa,1.00,0.05,DROPPED_BY_IM
1760453041.845,124.45,-65.56,LoRa,1.00,0.05,DROPPED_BY_IM
1760453042.345,116.15,-64.52,LoRa,0.01,0.05,DROPPED_BY_IM
1760453042.845,107.86,-63.48,LoRa,0.01,0.05,DROPPED_BY_IM
1760453043.345,99.56,-62.44,LoRa,0.01,0.05,DROPPED_BY_IM
1760453043.847,91.26,-61.41,LoRa,0.01,0.05,DROPPED_BY_IM
1760453044.347,82.97,-60.37,LoRa,0.01,0.05,DROPPED_BY_IM
1760453044.847,74.67,-59.33,LoRa,0.01,0.05,DROPPED_BY_IM
1760453045.347,66.37,-58.30,LoRa,0.01,0.05,DROPPED_BY_IM
1760453045.848,58.08,-57.26,LoRa,0.01,0.05,DROPPED_BY_IM
1760453046.348,49.78,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453046.850,41.48,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453047.351,33.19,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453047.851,24.89,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453048.350,16.59,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453048.852,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453049.352,0.00,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453050.590,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453051.091,0.00,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
1760453051.591,8.30,-50.00,Wi-Fi,0.01,0.05,SINGLE_WIFI
